id_num,id,state,lastLocationUpdate,lastStateChange,batteryLevel,lat,lng,zoneId,code,licencePlate,isRentable,max_lev,geometry
3,9647eef9-dc45-453d-95e5-f018ba6eb800,ACTIVE,2020-06-10 18:46:59+00:00,2020-06-08 19:52:13+00:00,58.0,49.430471,8.689095,HEIDELBERG,119678,901WSD,1,0.0,POINT (8.689095 49.430471)
4,39f2cefd-8bd6-4ee0-b1b8-471376e7702d,ACTIVE,2020-06-10 18:46:05+00:00,2020-06-08 19:52:13+00:00,65.0,49.420259,8.690032,HEIDELBERG,118150,339WUG,1,0.0,POINT (8.690032 49.420259)
5,024f3bc9-9dc0-45c2-81ee-fa9401c0c5a4,ACTIVE,2020-06-10 18:41:38+00:00,2020-06-09 20:51:31+00:00,59.0,49.430399,8.688567,HEIDELBERG,112575,348WUG,1,0.0,POINT (8.688567000000001 49.430399)
6,919d5e30-3cdc-44bf-a0a9-1d7b29967312,ACTIVE,2020-06-10 18:44:26+00:00,2020-06-08 19:52:13+00:00,72.0,49.428065,8.6799,HEIDELBERG,121328,218WVI,1,0.0,POINT (8.6799 49.428065)
7,b73610db-f858-4f99-b7b6-a316433c84f2,ACTIVE,2020-06-10 18:44:33+00:00,2020-06-09 20:51:31+00:00,61.0,49.415345,8.711199,HEIDELBERG,122103,865WSE,1,0.0,POINT (8.711199000000001 49.415345)
8,ed9cdd72-2213-4056-957f-138661c97725,ACTIVE,2020-06-10 18:45:53+00:00,2020-06-09 20:51:31+00:00,85.0,49.428452,8.680603,HEIDELBERG,117582,819WSE,1,0.0,POINT (8.680603 49.428452)
9,829bcfd4-7c31-47e8-9e31-94b20502d4ae,ACTIVE,2020-06-10 18:44:28+00:00,2020-06-07 19:52:03+00:00,53.0,49.426212,8.680655,HEIDELBERG,123607,632WSD,1,0.0,POINT (8.680655 49.426212)
10,f9a76b11-ff0d-4b36-9bfd-bdf7c0e53403,ACTIVE,2020-06-10 18:42:30+00:00,2020-06-10 04:36:35+00:00,64.0,49.422278,8.674664,HEIDELBERG,117545,544WSD,1,0.0,POINT (8.674664 49.422278)
11,58babcfa-9eaa-4e4b-a9b2-5fcf16e62587,ACTIVE,2020-06-10 18:45:07+00:00,2020-06-08 19:52:13+00:00,29.0,49.420126,8.674852,HEIDELBERG,124619,040WSD,1,0.0,POINT (8.674852 49.420126)
12,9fe97fc1-a5a2-4f29-97f3-47da4d1d65c8,ACTIVE,2020-06-10 18:43:18+00:00,2020-06-06 19:51:54+00:00,40.0,49.431151,8.689337,HEIDELBERG,123971,683WSD,1,0.0,POINT (8.689337 49.431151)
13,83fadc5a-4885-485e-bf7f-f03429dcf233,ACTIVE,2020-06-10 18:38:55+00:00,2020-06-09 20:51:31+00:00,67.0,49.423124,8.690834,HEIDELBERG,120258,954WUI,1,0.0,POINT (8.690834000000001 49.423124)
14,98c5b4b8-a252-4e33-b578-6f533b405fe9,ACTIVE,2020-06-10 18:38:12+00:00,2020-06-08 19:52:13+00:00,92.0,49.418556,8.690642,HEIDELBERG,117308,285WUI,1,0.0,POINT (8.690642 49.418556)
15,9aabaae0-23d2-4f52-8552-9b7e98c9e2fd,ACTIVE,2020-06-10 18:45:20+00:00,2020-06-09 20:51:31+00:00,77.0,49.419028,8.678044,HEIDELBERG,117168,843WUI,1,0.0,POINT (8.678044 49.419028)
16,a769b4da-9a41-4835-b093-7ee5835db374,ACTIVE,2020-06-10 18:38:35+00:00,2020-06-10 05:20:10+00:00,100.0,49.420247,8.684874,HEIDELBERG,122569,233WSD,1,0.0,POINT (8.684874000000001 49.420247)
17,eda922c8-fd58-40e5-bc1a-000ba0d61261,ACTIVE,2020-06-10 18:44:29+00:00,2020-06-07 19:52:03+00:00,33.0,49.417411,8.686923,HEIDELBERG,123199,486WUG,1,0.0,POINT (8.686923 49.417411)
18,7e00aa43-e700-4a8e-87df-7e0c6f4e07af,ACTIVE,2020-06-10 18:42:16+00:00,2020-06-09 20:51:31+00:00,90.0,49.418519,8.69232,HEIDELBERG,121310,991WSD,1,0.0,POINT (8.69232 49.418519)
19,0b810a60-991f-4943-9eee-0e8584bb186c,ACTIVE,2020-06-10 18:46:50+00:00,2020-06-06 19:51:54+00:00,50.0,49.424879,8.679583,HEIDELBERG,116261,030WUI,1,0.0,POINT (8.679582999999999 49.424879)
20,8c1ad39c-ef83-4d64-8762-dc404259aeb3,ACTIVE,2020-06-10 18:43:18+00:00,2020-06-05 19:52:24+00:00,70.0,49.402228,8.666421,HEIDELBERG,122355,763WSD,1,0.0,POINT (8.666421 49.402228)
21,88456a5e-bced-4d89-90ec-6830bbbd6ac2,ACTIVE,2020-06-10 18:42:13+00:00,2020-06-09 20:51:31+00:00,90.0,49.400709,8.668828,HEIDELBERG,124142,080WSD,1,0.0,POINT (8.668828 49.400709)
22,8997c5fc-aa0d-4eb1-a747-98ec95e502a8,ACTIVE,2020-06-10 18:42:00+00:00,2020-06-09 20:51:31+00:00,88.0,49.400637,8.668891,HEIDELBERG,122930,674WUI,1,0.0,POINT (8.668891 49.400637)
23,7212fe4a-03e1-4633-9c16-ab6411fabb91,ACTIVE,2020-06-10 18:47:46+00:00,2020-06-10 15:15:25+00:00,100.0,49.401928,8.672264,HEIDELBERG,119281,329WUG,1,0.0,POINT (8.672264 49.401928)
24,56f72a5e-6878-47de-9db1-191aa64b0d5e,ACTIVE,2020-06-10 18:43:12+00:00,2020-06-10 04:25:39+00:00,50.0,49.40003,8.685015,HEIDELBERG,125122,474WUG,1,0.0,POINT (8.685015 49.40003)
25,5b15de8f-339b-4843-89df-b4f0161712c3,ACTIVE,2020-06-10 18:43:57+00:00,2020-06-09 20:51:31+00:00,84.0,49.401849,8.668631,HEIDELBERG,110495,188WSD,1,0.0,POINT (8.668631 49.401849)
26,e8e6554e-0ebb-49d8-98c1-9567d1973ba7,ACTIVE,2020-06-10 18:47:34+00:00,2020-06-09 20:51:31+00:00,41.0,49.400569,8.68926,HEIDELBERG,122150,967WUI,1,0.0,POINT (8.689260000000001 49.400569)
27,a1373531-7764-4493-8410-f904fdbdfe47,ACTIVE,2020-06-10 18:40:14+00:00,2020-06-10 15:09:05+00:00,100.0,49.401549,8.667949,HEIDELBERG,124386,891WSE,1,0.0,POINT (8.667949 49.401549)
28,ea59db6a-5d84-4e04-801f-137f8eb1a8dd,ACTIVE,2020-06-10 18:44:10+00:00,2020-06-06 19:51:54+00:00,59.0,49.401219,8.670639,HEIDELBERG,124435,933WSE,1,0.0,POINT (8.670639 49.401219)
29,ac94d6a5-2262-45b0-aa67-b8a506bfcba3,ACTIVE,2020-06-10 18:44:22+00:00,2020-06-10 15:08:18+00:00,100.0,49.401536,8.667948,HEIDELBERG,112833,463WUG,1,0.0,POINT (8.667948000000001 49.401536)
30,fbe48d55-c679-4670-9e5a-280fa7040f9f,ACTIVE,2020-06-10 18:47:37+00:00,2020-06-09 20:51:31+00:00,72.0,49.400204,8.675936,HEIDELBERG,122640,185WUI,1,0.0,POINT (8.675936 49.400204)
31,f8104747-f31b-4562-a1b6-5c671278b944,ACTIVE,2020-06-10 18:45:48+00:00,2020-06-09 20:51:31+00:00,72.0,49.400026,8.678635,HEIDELBERG,117177,833WUI,1,0.0,POINT (8.678635 49.400026)
32,6483fd0c-460f-4f9f-b3c8-8ae75328619e,ACTIVE,2020-06-10 18:46:15+00:00,2020-06-10 15:06:10+00:00,98.0,49.401512,8.667954,HEIDELBERG,112978,660WUI,1,0.0,POINT (8.667954 49.401512)
33,bf437471-f02b-45fc-a40d-3ab009ec717f,ACTIVE,2020-06-10 18:39:01+00:00,2020-06-06 19:51:54+00:00,69.0,49.383877,8.679084,HEIDELBERG,123670,705WUI,1,0.0,POINT (8.679084 49.383877)
34,06eb76ae-92f4-467c-8822-5adf79edd564,ACTIVE,2020-06-10 18:40:51+00:00,2020-06-07 19:52:03+00:00,50.0,49.385352,8.680643,HEIDELBERG,121867,663WUI,1,0.0,POINT (8.680643 49.385352)
35,37518b4e-ca8f-4ebb-bd8c-a9e9f5a3ee1f,ACTIVE,2020-06-10 18:38:56+00:00,2020-06-09 20:51:31+00:00,79.0,49.38479,8.664465,HEIDELBERG,121646,328WVI,1,0.0,POINT (8.664465 49.38479)
36,9bf79d29-b88d-4184-92df-fccbb3309fde,ACTIVE,2020-06-10 18:38:56+00:00,2020-06-08 19:52:13+00:00,31.0,49.384769,8.664489,HEIDELBERG,123013,305WVI,1,0.0,POINT (8.664489 49.384769)
37,d42ad0ff-f7be-43c2-b974-50df9e2607e4,ACTIVE,2020-06-10 18:47:08+00:00,2020-05-29 19:51:47+00:00,37.0,49.383978,8.683823,HEIDELBERG,111722,239WSD,1,0.0,POINT (8.683823 49.383978)
38,51474b52-5b7c-419d-90d8-66d9374122fb,ACTIVE,2020-06-10 18:41:08+00:00,2020-06-09 20:51:31+00:00,82.0,49.386337,8.661491,HEIDELBERG,116652,070WSD,1,0.0,POINT (8.661491 49.386337)
39,8d0b9391-f423-4e21-893b-284f62d867a3,ACTIVE,2020-06-10 18:47:15+00:00,2020-06-07 19:52:03+00:00,38.0,49.387076,8.672841,HEIDELBERG,116444,588WSD,1,0.0,POINT (8.672841 49.387076)
40,3e75c290-1364-4a05-a8cf-f60d9722212e,ACTIVE,2020-06-10 18:45:27+00:00,2020-06-07 19:52:03+00:00,52.0,49.381219,8.672837,HEIDELBERG,124320,086WSD,1,0.0,POINT (8.672836999999999 49.381219)
41,212099bf-bc04-4b75-a2be-574a07049a8e,ACTIVE,2020-06-10 18:47:03+00:00,2020-06-09 20:51:31+00:00,95.0,49.383535,8.685243,HEIDELBERG,124394,889WSE,1,0.0,POINT (8.685243 49.383535)
42,6e452684-f5a8-4667-80a5-1073beb9e5d0,ACTIVE,2020-06-10 18:47:28+00:00,2020-06-07 19:52:03+00:00,36.0,49.382732,8.682004,HEIDELBERG,122618,246WSD,1,0.0,POINT (8.682003999999999 49.382732)
43,0f9293f5-ec1c-4a92-a046-16224835f79a,ACTIVE,2020-06-10 18:45:37+00:00,2020-06-08 19:52:13+00:00,34.0,49.383717,8.680557,HEIDELBERG,124704,419WUG,1,0.0,POINT (8.680557 49.383717)
44,795bd866-8b18-4e59-b533-3d81288a9fec,ACTIVE,2020-06-10 18:45:44+00:00,2020-06-08 19:52:13+00:00,30.0,49.383031,8.67892,HEIDELBERG,111174,909WUI,1,0.0,POINT (8.67892 49.383031)
45,8a15f32a-77ef-48f1-8dab-a8b86e66668a,ACTIVE,2020-06-10 18:46:11+00:00,2020-06-09 20:51:31+00:00,43.0,49.382874,8.682207,HEIDELBERG,123324,265WVI,1,0.0,POINT (8.682207 49.382874)
46,e788faaf-83bd-44c3-a273-b227cc393eec,ACTIVE,2020-06-10 18:46:32+00:00,2020-06-09 20:51:31+00:00,86.0,49.383771,8.678899,HEIDELBERG,111690,935WSD,1,0.0,POINT (8.678898999999999 49.383771)
47,07bd3037-0c34-4f54-a068-f0a99ca15167,ACTIVE,2020-06-10 18:45:54+00:00,2020-06-09 20:51:31+00:00,74.0,49.383243,8.682183,HEIDELBERG,118030,136WUI,1,0.0,POINT (8.682183 49.383243)
48,fee57650-0a97-463a-b5bf-45281bdc1db6,ACTIVE,2020-06-10 18:43:43+00:00,2020-06-07 19:52:03+00:00,79.0,49.40724,8.680848,HEIDELBERG,122056,661WSD,1,0.0,POINT (8.680847999999999 49.40724)
49,0e22f4e7-0d23-4369-8407-e3d8b888f3cb,ACTIVE,2020-06-10 18:46:28+00:00,2020-06-09 20:51:31+00:00,70.0,49.407218,8.687352,HEIDELBERG,123974,489WUG,1,0.0,POINT (8.687352000000001 49.407218)
50,95fd7978-0631-4195-b255-5db85f3cad35,ACTIVE,2020-06-10 18:38:57+00:00,2020-06-04 19:52:36+00:00,69.0,49.40677,8.689853,HEIDELBERG,112623,311WUG,1,0.0,POINT (8.689852999999999 49.40677)
51,63196ba3-7de7-4996-908c-57a88bf8a6d0,ACTIVE,2020-06-10 18:44:54+00:00,2020-06-09 20:51:31+00:00,95.0,49.406145,8.68567,HEIDELBERG,123842,390WUG,1,0.0,POINT (8.68567 49.406145)
52,1db66d49-c490-47c5-b70a-a8f104cc03e7,ACTIVE,2020-06-10 18:47:10+00:00,2020-06-04 19:52:36+00:00,58.0,49.406643,8.692873,HEIDELBERG,114019,872WUI,1,0.0,POINT (8.692873000000001 49.406643)
53,af175519-a255-4b58-b8d7-371060600df5,ACTIVE,2020-06-10 18:38:11+00:00,2020-06-09 20:51:31+00:00,91.0,49.406154,8.686763,HEIDELBERG,122695,655WSD,1,0.0,POINT (8.686762999999999 49.406154)
54,e055f8ff-ed07-4da4-b221-e8814fa441a5,ACTIVE,2020-06-10 18:40:56+00:00,2020-06-09 20:51:31+00:00,81.0,49.406251,8.691259,HEIDELBERG,112263,427WSD,1,0.0,POINT (8.691259000000001 49.406251)
55,afce6dd2-c22c-498b-bd42-c358cd8e66d7,ACTIVE,2020-06-10 18:43:49+00:00,2020-06-09 20:51:31+00:00,83.0,49.404882,8.692648,HEIDELBERG,122139,919WUI,1,0.0,POINT (8.692648 49.404882)
56,559ed539-1911-499e-9f12-2734be976b61,ACTIVE,2020-06-10 18:38:54+00:00,2020-06-09 20:51:31+00:00,94.0,49.406919,8.686232,HEIDELBERG,110970,250WVI,1,0.0,POINT (8.686232 49.406919)
57,fff2b117-c7bf-4ad1-89a2-f45d1acf3319,ACTIVE,2020-06-10 18:40:53+00:00,2020-06-09 20:51:31+00:00,95.0,49.405183,8.692294,HEIDELBERG,115004,258WVI,1,0.0,POINT (8.692294 49.405183)
58,fd4617fb-19db-4f32-ae39-145d290818ea,ACTIVE,2020-06-10 18:40:25+00:00,2020-06-10 04:18:32+00:00,99.0,49.406988,8.692283,HEIDELBERG,123725,031WUI,1,0.0,POINT (8.692283 49.406988)
59,3981117d-627d-4959-ad50-4b2c93811b3e,ACTIVE,2020-06-10 18:46:06+00:00,2020-06-09 20:51:31+00:00,95.0,49.406863,8.686306,HEIDELBERG,118397,566WUG,1,0.0,POINT (8.686306 49.406863)
60,813be717-b41a-406d-865a-e393c7f91fd6,ACTIVE,2020-06-10 18:38:33+00:00,2020-06-09 20:51:31+00:00,93.0,49.406176,8.685698,HEIDELBERG,123650,693WUI,1,0.0,POINT (8.685698 49.406176)
61,6a19345b-d930-4459-88b6-73212dfe09c6,ACTIVE,2020-06-10 18:41:12+00:00,2020-06-09 20:51:31+00:00,94.0,49.406984,8.686273,HEIDELBERG,124262,917WSD,1,0.0,POINT (8.686273 49.406984)
62,29ea3c90-63b0-4bc1-9c85-927b184d05ce,ACTIVE,2020-06-10 18:46:33+00:00,2020-06-09 20:51:31+00:00,81.0,49.406937,8.686587,HEIDELBERG,122818,119WSD,1,0.0,POINT (8.686586999999999 49.406937)
63,87743bb7-3d8c-4183-a329-8cd013040fff,ACTIVE,2020-06-10 18:41:56+00:00,2020-06-06 19:51:54+00:00,47.0,49.406989,8.678862,HEIDELBERG,117372,531WVI,1,0.0,POINT (8.678862000000001 49.406989)
64,be432040-b1ab-4c25-adbe-5c9256084777,ACTIVE,2020-06-10 18:45:00+00:00,2020-06-08 19:52:13+00:00,73.0,49.404733,8.692439,HEIDELBERG,118608,824WUI,1,0.0,POINT (8.692439 49.404733)
65,b2e45ce4-b329-48a4-ba81-a81159a2808f,ACTIVE,2020-06-10 18:37:51+00:00,2020-06-10 04:18:38+00:00,97.0,49.406091,8.69315,HEIDELBERG,119128,748WUI,1,0.0,POINT (8.693149999999999 49.406091)
66,0086d832-f46a-499a-b5a0-6c90a1a7a33d,ACTIVE,2020-06-10 18:45:34+00:00,2020-06-09 20:51:31+00:00,73.0,49.405852,8.685662,HEIDELBERG,115907,488WUG,1,0.0,POINT (8.685662000000001 49.405852)
67,bf1577f6-1020-45f8-9291-669d0e69175c,ACTIVE,2020-06-10 18:43:20+00:00,2020-06-09 20:51:31+00:00,58.0,49.406123,8.692871,HEIDELBERG,110632,972WSD,1,0.0,POINT (8.692871 49.406123)
68,20745d05-cd88-4293-8f85-8a2becee1d6b,ACTIVE,2020-06-10 18:45:24+00:00,2020-06-09 20:51:31+00:00,82.0,49.406627,8.682275,HEIDELBERG,123618,701WSD,1,0.0,POINT (8.682275000000001 49.406627)
69,ee290aa4-f483-4952-afe5-2b44234b2a92,ACTIVE,2020-06-10 18:45:27+00:00,2020-05-30 19:51:45+00:00,53.0,49.421458,8.676544,HEIDELBERG,123724,145WUI,1,0.0,POINT (8.676544 49.421458)
70,748642af-593e-4050-a89c-260e731c7fc5,ACTIVE,2020-06-10 18:43:07+00:00,2020-06-08 19:52:13+00:00,91.0,49.41861,8.690541,HEIDELBERG,124520,338WUG,1,0.0,POINT (8.690541 49.41861)
71,2bcb410b-c5ef-42e2-b9c9-156e5106b3db,ACTIVE,2020-06-10 18:47:34+00:00,2020-06-09 20:51:31+00:00,78.0,49.409199,8.71287,HEIDELBERG,117927,282WVI,1,0.0,POINT (8.712870000000001 49.409199)
72,f315465c-7a16-4622-8a1c-1da837ff8f23,ACTIVE,2020-06-10 18:44:00+00:00,2020-06-06 19:51:54+00:00,63.0,49.420164,8.687907,HEIDELBERG,122756,842WSE,1,0.0,POINT (8.687906999999999 49.420164)
73,ac994af5-fb02-47b8-9e45-5b5e478540c8,ACTIVE,2020-06-10 18:47:05+00:00,2020-06-08 19:52:13+00:00,92.0,49.420296,8.68493,HEIDELBERG,123753,021WSD,1,0.0,POINT (8.68493 49.420296)
74,967a0ed5-faf8-4da5-858a-ded9b3ba700f,ACTIVE,2020-06-10 18:42:54+00:00,2020-06-08 19:52:13+00:00,67.0,49.40893,8.701781,HEIDELBERG,111971,830WSD,1,0.0,POINT (8.701781 49.40893)
75,9974e83a-c5d4-46e2-8f50-7b04cde43558,ACTIVE,2020-06-10 18:40:47+00:00,2020-06-10 04:36:21+00:00,100.0,49.410149,8.708644,HEIDELBERG,124914,064WSD,1,0.0,POINT (8.708644 49.410149)
76,3c776601-8f3f-480b-b9fd-21edaf95d340,ACTIVE,2020-06-10 18:43:57+00:00,2020-06-05 19:52:24+00:00,53.0,49.409788,8.664356,HEIDELBERG,120869,638WUI,1,0.0,POINT (8.664356 49.409788)
77,c860d960-06ad-46b1-ac6a-12fb9c942cd8,ACTIVE,2020-06-10 18:42:43+00:00,2020-06-07 19:52:03+00:00,38.0,49.412623,8.68523,HEIDELBERG,116980,553WSD,1,0.0,POINT (8.685230000000001 49.412623)
78,76f9d057-d8c2-4140-8cfd-1bbd8e31d8ca,ACTIVE,2020-06-10 18:46:42+00:00,2020-06-09 20:51:31+00:00,44.0,49.421917,8.650657,HEIDELBERG,117355,923WSD,1,0.0,POINT (8.650657000000001 49.421917)
79,1dab4fda-500f-4b84-8519-ae0116413903,ACTIVE,2020-06-10 18:46:01+00:00,2020-06-09 20:51:31+00:00,64.0,49.415314,8.711268,HEIDELBERG,117828,714WSD,1,0.0,POINT (8.711268 49.415314)
80,e63fab38-a979-4615-a761-02ea4b07c468,ACTIVE,2020-06-10 18:47:46+00:00,2020-06-09 20:51:31+00:00,75.0,49.412738,8.678221,HEIDELBERG,110982,400WUG,1,0.0,POINT (8.678221000000001 49.412738)
81,c0ff43ee-985c-42f6-8fa6-0447f0535643,ACTIVE,2020-06-10 18:40:19+00:00,2020-06-09 20:51:31+00:00,57.0,49.409219,8.712834,HEIDELBERG,124573,404WUG,1,0.0,POINT (8.712834000000001 49.409219)
82,1d9307c5-f793-451f-a651-e681ed5e056d,ACTIVE,2020-06-10 18:42:13+00:00,2020-06-10 04:44:25+00:00,72.0,49.417519,8.67411,HEIDELBERG,113613,948WSE,1,0.0,POINT (8.674110000000001 49.417519)
83,a51c8229-e4ac-4138-a376-1b9ffa6ca25f,ACTIVE,2020-06-10 18:45:43+00:00,2020-06-07 19:52:03+00:00,32.0,49.409723,8.705361,HEIDELBERG,117006,193WSD,1,0.0,POINT (8.705361 49.409723)
84,9f671c8b-3a12-4fda-b60f-9cbfdb11c599,ACTIVE,2020-06-10 18:43:08+00:00,2020-06-07 19:52:03+00:00,65.0,49.421001,8.686843,HEIDELBERG,112370,888WSE,1,0.0,POINT (8.686843 49.421001)
85,6c3f11f0-e70a-484a-9d1f-c985a7c1a624,ACTIVE,2020-06-10 18:40:18+00:00,2020-06-09 20:51:31+00:00,58.0,49.413318,8.678171,HEIDELBERG,112255,123WUI,1,0.0,POINT (8.678171000000001 49.413318)
86,8d5ccab9-c3ba-4dd5-8522-63b7b3ce8d38,ACTIVE,2020-06-10 18:38:51+00:00,2020-06-09 20:51:31+00:00,78.0,49.413699,8.63906,HEIDELBERG,122790,074WUI,1,0.0,POINT (8.639060000000001 49.413699)
87,e1f26b50-24ed-4777-8cf7-14fb1a7afbec,ACTIVE,2020-06-10 18:38:01+00:00,2020-06-08 19:52:13+00:00,40.0,49.414163,8.690182,HEIDELBERG,115311,483WUG,1,0.0,POINT (8.690182 49.414163)
88,1a170b76-7342-4bf2-a662-11aa8e19b2fd,ACTIVE,2020-06-10 18:39:42+00:00,2020-06-09 20:51:31+00:00,39.0,49.412758,8.705961,HEIDELBERG,125634,748WSD,1,0.0,POINT (8.705961 49.412758)
89,f3b35cc8-998a-4e2c-846d-5f49af082717,ACTIVE,2020-06-10 18:44:57+00:00,2020-06-10 04:36:51+00:00,100.0,49.410168,8.708669,HEIDELBERG,111142,347WUG,1,0.0,POINT (8.708669 49.410168)
90,489c10aa-3607-48b0-9c62-56eab56d19b2,ACTIVE,2020-06-10 18:40:00+00:00,2020-06-09 20:51:31+00:00,82.0,49.414895,8.693182,HEIDELBERG,113203,519WVI,1,0.0,POINT (8.693182 49.414895)
91,58343b0e-bef2-4af5-949c-078ec7b21143,ACTIVE,2020-06-10 18:41:05+00:00,2020-06-10 05:20:28+00:00,100.0,49.42021,8.685014,HEIDELBERG,120785,897WSD,1,0.0,POINT (8.685014000000001 49.42021)
92,6df0840f-b6f8-4ab1-9e04-2ee885481d64,ACTIVE,2020-06-10 18:40:39+00:00,2020-06-10 04:04:10+00:00,96.0,49.410111,8.703456,HEIDELBERG,124375,519WSD,1,0.0,POINT (8.703455999999999 49.410111)
93,69aa8f14-36e2-41fa-b235-30d310b0a7cb,ACTIVE,2020-06-10 18:39:27+00:00,2020-06-07 19:52:03+00:00,83.0,49.417926,8.678767,HEIDELBERG,115988,830WUI,1,0.0,POINT (8.678767000000001 49.417926)
94,d1ee2166-06c1-429e-a232-e8f3c531fa6d,ACTIVE,2020-06-10 18:47:21+00:00,2020-06-09 20:51:31+00:00,94.0,49.417214,8.67582,HEIDELBERG,117543,874WSE,1,0.0,POINT (8.67582 49.417214)
95,71bf0ff9-d18b-4813-85ca-03dd0e912443,ACTIVE,2020-06-10 18:46:05+00:00,2020-06-09 20:51:31+00:00,58.0,49.415331,8.711332,HEIDELBERG,118394,829WUI,1,0.0,POINT (8.711332000000001 49.415331)
96,9be88d03-f7c7-4281-89e7-6a0522c47026,ACTIVE,2020-06-10 18:46:25+00:00,2020-06-07 19:52:03+00:00,78.0,49.410176,8.641709,HEIDELBERG,117369,486WSD,1,0.0,POINT (8.641709000000001 49.410176)
97,fb6a6e9b-e886-4070-b7a9-8b31678937c6,ACTIVE,2020-06-10 18:45:28+00:00,2020-06-10 04:15:18+00:00,98.0,49.412835,8.676417,HEIDELBERG,122076,926WUI,1,0.0,POINT (8.676417000000001 49.412835)
98,c14cfe03-a3f8-4550-9a41-4c90fdf5fb64,ACTIVE,2020-06-10 18:43:51+00:00,2020-06-10 05:02:14+00:00,79.0,49.411342,8.712049,HEIDELBERG,112412,494WUG,1,0.0,POINT (8.712049 49.411342)
99,fcd4d70b-935c-4d83-af2f-7ff9baa0bd3e,ACTIVE,2020-06-10 18:46:34+00:00,2020-06-05 19:52:24+00:00,64.0,49.409165,8.713167,HEIDELBERG,123117,540WUG,1,0.0,POINT (8.713167 49.409165)
100,e10d541f-8d0b-4eee-9c64-ae06fe532705,ACTIVE,2020-06-10 18:40:29+00:00,2020-06-09 20:51:31+00:00,67.0,49.410092,8.703935,HEIDELBERG,123235,623WUI,1,0.0,POINT (8.703935 49.410092)
101,ec9bc8b5-f9c4-4aea-8e27-8c9cdffe79a9,ACTIVE,2020-06-10 18:39:56+00:00,2020-06-09 20:51:31+00:00,54.0,49.408931,8.695345,HEIDELBERG,122828,227WSD,1,0.0,POINT (8.695345 49.408931)
102,2cbab6bc-0a8c-486f-a408-a7575ac1c6af,ACTIVE,2020-06-10 18:42:55+00:00,2020-06-08 19:52:13+00:00,90.0,49.417161,8.675685,HEIDELBERG,123979,157WSD,1,0.0,POINT (8.675685 49.417161)
103,8aa80965-e6c0-4552-b59e-31d26fd8d3c1,ACTIVE,2020-06-10 18:46:35+00:00,2020-06-08 19:52:13+00:00,56.0,49.418169,8.710114,HEIDELBERG,123179,222WUI,1,0.0,POINT (8.710114000000001 49.418169)
104,be27c309-8f09-49b7-9b52-684d2f1d97e2,ACTIVE,2020-06-10 18:47:36+00:00,2020-06-10 05:06:42+00:00,100.0,49.41385,8.651499,HEIDELBERG,125411,436WUG,1,0.0,POINT (8.651498999999999 49.41385)
105,c64c389b-860a-4bab-b385-f92d85a88b59,ACTIVE,2020-06-10 18:39:19+00:00,2020-06-08 19:52:13+00:00,60.0,49.419667,8.689935,HEIDELBERG,112043,805WSE,1,0.0,POINT (8.689935 49.419667)
106,4da750b9-b939-4b68-af9d-8abbf23dcb69,ACTIVE,2020-06-10 18:42:40+00:00,2020-06-04 19:52:36+00:00,32.0,49.419658,8.690034,HEIDELBERG,122406,211WSD,1,0.0,POINT (8.690034000000001 49.419658)
107,eafd5cbb-baee-4b62-98cd-d2558e66d63e,ACTIVE,2020-06-10 18:38:44+00:00,2020-06-08 19:52:13+00:00,91.0,49.420326,8.684783,HEIDELBERG,119969,393WUG,1,0.0,POINT (8.684782999999999 49.420326)
108,cf39c847-1527-408a-a816-980f30adc314,ACTIVE,2020-06-10 18:46:23+00:00,2020-06-09 20:51:31+00:00,84.0,49.420108,8.681112,HEIDELBERG,116301,822WUI,1,0.0,POINT (8.681112000000001 49.420108)
109,cc4a6408-d2d8-48cc-8dcc-3be6fbbf0394,ACTIVE,2020-06-10 18:46:05+00:00,2020-06-09 20:51:31+00:00,41.0,49.414354,8.69216,HEIDELBERG,112646,738WSD,1,0.0,POINT (8.692159999999999 49.414354)
110,773b0f1d-515f-488e-9046-575ad1cae7dc,ACTIVE,2020-06-10 18:47:37+00:00,2020-06-10 05:06:29+00:00,100.0,49.413845,8.651495,HEIDELBERG,121173,615WUI,1,0.0,POINT (8.651495000000001 49.413845)
111,0819151c-2571-4cf3-b7c0-16ba6b189aa6,ACTIVE,2020-06-10 18:37:56+00:00,2020-06-09 20:51:31+00:00,76.0,49.409564,8.704333,HEIDELBERG,123489,596WUG,1,0.0,POINT (8.704333 49.409564)
112,5d442670-3c20-42c0-9cf7-fee87aaf77f2,ACTIVE,2020-06-10 18:41:17+00:00,2020-06-10 05:08:04+00:00,97.0,49.413655,8.713568,HEIDELBERG,125109,321WVI,1,0.0,POINT (8.713568 49.413655)
113,2ecfa922-3de8-4e3c-942f-8e56c838f646,ACTIVE,2020-06-10 18:44:42+00:00,2020-06-04 19:52:36+00:00,76.0,49.415836,8.676673,HEIDELBERG,118421,672WUI,1,0.0,POINT (8.676672999999999 49.415836)
114,a49ebb5d-dadc-4449-aec7-393b51d94fef,ACTIVE,2020-06-10 18:44:46+00:00,2020-06-07 19:52:03+00:00,81.0,49.417827,8.678817,HEIDELBERG,121865,995WUI,1,0.0,POINT (8.678817 49.417827)
115,dbcb6318-92fe-4d29-8094-40f2931982c9,ACTIVE,2020-06-10 18:45:22+00:00,2020-06-09 20:51:31+00:00,84.0,49.408981,8.68099,HEIDELBERG,113449,144WSD,1,0.0,POINT (8.68099 49.408981)
